Feature,MLP Projected Gain Importance
adc_log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.07909730161113025
hbv_wavelet-LHL_ngtdm_Strength,0.07907384748320585
t2w_wavelet-HLH_ngtdm_Busyness,0.07896429390944822
hbv_original_glcm_Correlation,0.07842982832113864
adc_original_glcm_Correlation,0.07837842246452478
t2w_wavelet-LLL_glszm_LargeAreaEmphasis,0.07822024504703494
adc_wavelet-HHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.07810341817720354
hbv_wavelet-HHL_firstorder_Median,0.07808437722121235
adc_original_firstorder_Kurtosis,0.07765973557926872
adc_log-sigma-5-0-mm-3D_ngtdm_Contrast,0.07763280658021587
adc_wavelet-HHH_glcm_Correlation,0.07759507255023258
hbv_log-sigma-3-0-mm-3D_firstorder_Uniformity,0.07742439811989875
adc_wavelet-LLH_firstorder_RootMeanSquared,0.07734539691574402
hbv_log-sigma-3-0-mm-3D_gldm_DependenceEntropy,0.07705877393754039
t2w_log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,0.0770177145807572
hbv_wavelet-LHL_glcm_ClusterProminence,0.07691174790209354
hbv_log-sigma-3-0-mm-3D_glcm_Autocorrelation,0.07686177009242054
adc_wavelet-LHL_firstorder_90Percentile,0.07679976295021794
hbv_log-sigma-3-0-mm-3D_glcm_Imc1,0.07625579971043658
hbv_original_firstorder_Maximum,0.07599891183193785
adc_wavelet-HHL_firstorder_Uniformity,0.07574416271021235
adc_wavelet-LLH_firstorder_Median,0.07529242162517406
t2w_log-sigma-5-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.07528287977580134
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,0.0752531947487032
t2w_wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.07524330436214108
adc_wavelet-HLL_firstorder_Skewness,0.07489303068311125
t2w_original_ngtdm_Busyness,0.07487304706988769
adc_original_shape_MajorAxisLength,0.0746551713835108
adc_wavelet-HHL_ngtdm_Strength,0.07437894083578822
t2w_log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,0.07424027228189357
t2w_original_glszm_ZoneEntropy,0.07407741837856714
adc_wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,0.07383472595073849
adc_wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.07373552332616871
hbv_wavelet-LLL_glszm_LowGrayLevelZoneEmphasis,0.07335362762700207
adc_log-sigma-3-0-mm-3D_glcm_ClusterProminence,0.07325236753929516
adc_log-sigma-3-0-mm-3D_firstorder_Maximum,0.07291734981350019
hbv_wavelet-LHH_glcm_Autocorrelation,0.07285260250942285
adc_wavelet-HHL_glcm_ClusterProminence,0.07276836031193742
t2w_wavelet-LHL_firstorder_Maximum,0.07203149945068284
adc_log-sigma-5-0-mm-3D_glcm_Correlation,0.07191375605588735
adc_wavelet-HHL_firstorder_Variance,0.07188619688019461
adc_log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.07181234961610794
adc_log-sigma-3-0-mm-3D_glcm_Correlation,0.07121691675087867
adc_log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,0.07114639245248339
hbv_wavelet-HHL_glcm_Correlation,0.07095599764801358
adc_wavelet-LLL_ngtdm_Contrast,0.0708401045157842
hbv_original_glszm_LargeAreaHighGrayLevelEmphasis,0.07063220981063102
t2w_wavelet-HHH_firstorder_Median,0.0704822274790069
hbv_original_glcm_Idm,0.07018058453375368
t2w_wavelet-HLH_firstorder_Kurtosis,0.06999739592690023
adc_wavelet-HHL_firstorder_RootMeanSquared,0.06985453584710237
hbv_original_gldm_SmallDependenceLowGrayLevelEmphasis,0.06977116353152545
adc_original_firstorder_Energy,0.06964938000352226
t2w_wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.06939124211821482
t2w_wavelet-LHL_gldm_DependenceEntropy,0.0693004933112956
t2w_wavelet-HHL_firstorder_Maximum,0.06907531354297167
hbv_wavelet-LLH_ngtdm_Strength,0.06885740530711695
adc_wavelet-LLH_glszm_ZoneEntropy,0.06876142032891465
t2w_wavelet-HHH_ngtdm_Complexity,0.06868148257890405
hbv_original_ngtdm_Complexity,0.06853662386016354
hbv_log-sigma-5-0-mm-3D_ngtdm_Busyness,0.06851510471562616
t2w_wavelet-LHH_ngtdm_Strength,0.06824351990161077
hbv_wavelet-LLH_glcm_JointEnergy,0.06809305612822503
adc_wavelet-HHL_glszm_GrayLevelVariance,0.06796929500957688
t2w_wavelet-LHH_glcm_ClusterShade,0.06770043804281324
hbv_wavelet-HLH_ngtdm_Strength,0.06768039088834553
adc_wavelet-LHH_firstorder_RootMeanSquared,0.06761364374622886
adc_wavelet-HLL_ngtdm_Busyness,0.06728149674218412
adc_log-sigma-5-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.06681870424842581
hbv_wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,0.0664544586624732
hbv_wavelet-HHL_firstorder_Maximum,0.06615418051944323
adc_log-sigma-5-0-mm-3D_firstorder_InterquartileRange,0.0658817586496165
hbv_wavelet-HHH_glcm_Idn,0.06587530271224558
t2w_log-sigma-3-0-mm-3D_firstorder_Mean,0.0655014358645868
adc_wavelet-LHL_firstorder_Maximum,0.06530213965652021
t2w_log-sigma-5-0-mm-3D_ngtdm_Contrast,0.06510896898668464
adc_original_glcm_Autocorrelation,0.06462621733801606
adc_log-sigma-3-0-mm-3D_firstorder_Entropy,0.0646250600911982
hbv_wavelet-LLL_gldm_DependenceVariance,0.06454761257238567
t2w_original_ngtdm_Contrast,0.06437831735246406
adc_wavelet-HLH_firstorder_RootMeanSquared,0.06414639931030865
hbv_original_firstorder_Variance,0.06414481537247342
adc_wavelet-LLL_firstorder_Kurtosis,0.06396342251522905
adc_original_ngtdm_Strength,0.0637462878811034
t2w_wavelet-LHL_glszm_ZoneEntropy,0.06371347289503342
t2w_wavelet-HHH_glcm_ClusterProminence,0.06341511680219558
hbv_original_firstorder_Energy,0.06324304782149882
adc_original_glcm_Idn,0.06255600329191525
hbv_log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.06242165354992224
adc_wavelet-HHL_firstorder_Mean,0.06219173444071672
t2w_wavelet-HLL_ngtdm_Busyness,0.06204298349933473
t2w_wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,0.06158555864979747
t2w_wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.061322121211279786
adc_wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,0.061312751477157916
t2w_wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,0.06123711762160868
adc_wavelet-HHH_firstorder_Uniformity,0.06095528560881883
adc_wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,0.06081367196766371
adc_log-sigma-5-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.06079280966266473
adc_wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.060761352370101676
t2w_log-sigma-5-0-mm-3D_gldm_DependenceVariance,0.06070566819656133
hbv_wavelet-LHL_firstorder_Kurtosis,0.060705102505575224
adc_wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.06050307606881439
t2w_wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,0.06046973241169139
hbv_log-sigma-3-0-mm-3D_ngtdm_Contrast,0.06033378685254183
adc_wavelet-HHH_glszm_GrayLevelVariance,0.06033110096052512
hbv_wavelet-LHL_firstorder_RootMeanSquared,0.06026152102645716
t2w_wavelet-LLH_ngtdm_Complexity,0.0601871252384452
t2w_wavelet-LHL_firstorder_90Percentile,0.059789545634362964
adc_original_firstorder_Maximum,0.05976078653763212
hbv_wavelet-LLH_glcm_Correlation,0.059647540995973886
adc_wavelet-HHH_firstorder_Maximum,0.05932545701195154
adc_log-sigma-3-0-mm-3D_firstorder_90Percentile,0.05929992861772408
hbv_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,0.059213822192145854
hbv_wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.05913947778223421
hbv_wavelet-HLH_glcm_Idmn,0.05913601162925623
t2w_log-sigma-3-0-mm-3D_ngtdm_Complexity,0.05900483698442838
t2w_wavelet-LHH_glcm_ClusterProminence,0.058995795624304466
t2w_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.05873040173895193
adc_log-sigma-5-0-mm-3D_glcm_ClusterProminence,0.05865766053341486
hbv_log-sigma-5-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.0582947540095256
hbv_original_glszm_LargeAreaLowGrayLevelEmphasis,0.05805477273808928
adc_wavelet-HHH_firstorder_Mean,0.05795547527775995
hbv_wavelet-HLL_ngtdm_Busyness,0.057885983974286785
t2w_wavelet-HHH_firstorder_Mean,0.057470376573487754
adc_log-sigma-5-0-mm-3D_ngtdm_Busyness,0.05741035304465683
hbv_original_gldm_DependenceEntropy,0.057362093536689425
adc_wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.057274938284311336
hbv_wavelet-HHL_firstorder_Skewness,0.05671796521993073
t2w_original_glcm_Idm,0.056684945190351874
t2w_wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis,0.05664558517338498
hbv_wavelet-LHL_glszm_ZoneEntropy,0.05661741803470767
adc_wavelet-LHH_firstorder_Mean,0.056310180437047344
hbv_wavelet-LLL_firstorder_Kurtosis,0.056191234765084995
t2w_wavelet-LLL_ngtdm_Complexity,0.05577583101444933
hbv_log-sigma-5-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.05556891362736546
t2w_log-sigma-5-0-mm-3D_glcm_Imc2,0.055491296630130214
t2w_wavelet-LLH_firstorder_90Percentile,0.05510992064691445
hbv_original_glcm_JointEnergy,0.0545575096723691
t2w_log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.054543505870724575
hbv_wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,0.05450713246624306
t2w_original_glcm_Autocorrelation,0.054360894823166084
t2w_log-sigma-5-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.05415951752802559
adc_original_glszm_LowGrayLevelZoneEmphasis,0.05415950618280997
adc_original_firstorder_InterquartileRange,0.053864403326996546
adc_wavelet-HLL_glszm_LargeAreaEmphasis,0.05369669573330201
t2w_wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis,0.05360737522065686
t2w_wavelet-LHL_ngtdm_Strength,0.053538513887678614
t2w_wavelet-HHH_gldm_DependenceEntropy,0.05316413452739321
adc_wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.052766997269168725
adc_wavelet-LLL_ngtdm_Busyness,0.05228425846991602
t2w_wavelet-LLL_ngtdm_Strength,0.052257086665339667
adc_wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,0.052237320487271845
t2w_log-sigma-5-0-mm-3D_glcm_Contrast,0.05208039337244607
hbv_wavelet-LLH_firstorder_Maximum,0.05202449896628141
hbv_original_firstorder_Entropy,0.051956447867299554
adc_log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.051899725443430515
t2w_wavelet-LLH_firstorder_Variance,0.05174029093584237
hbv_wavelet-LHL_glcm_Correlation,0.05172454767679622
t2w_wavelet-LHL_glcm_ClusterProminence,0.05171442616280444
t2w_log-sigma-5-0-mm-3D_glszm_ZoneEntropy,0.0516019938656982
t2w_wavelet-LHH_firstorder_Skewness,0.0512828637385981
hbv_original_glszm_ZoneEntropy,0.051186482675285416
hbv_wavelet-HLL_glrlm_LowGrayLevelRunEmphasis,0.050937130145532736
t2w_wavelet-LLL_glcm_Autocorrelation,0.050702380395038014
adc_wavelet-LHL_ngtdm_Strength,0.05026811159194892
adc_wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.05012696325468299
hbv_wavelet-HHH_firstorder_Maximum,0.05009783722492613
adc_wavelet-LHH_firstorder_Kurtosis,0.04986793289768949
adc_wavelet-LHL_glrlm_GrayLevelNonUniformity,0.049860931602745476
adc_wavelet-LHH_firstorder_Uniformity,0.049786850140983004
t2w_log-sigma-3-0-mm-3D_glcm_Contrast,0.04968079634040078
adc_wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis,0.04965420054371802
adc_wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.04939945392970595
t2w_wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.04937425388538402
adc_wavelet-HLH_ngtdm_Complexity,0.049090605972896655
adc_wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,0.04892932645632688
hbv_wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,0.04886415662987542
t2w_wavelet-HHH_glcm_ClusterShade,0.04878494378374971
adc_log-sigma-5-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.048698861360592004
t2w_wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.04852961318446964
hbv_wavelet-LHH_glcm_ClusterProminence,0.048092477282322424
adc_wavelet-HHH_ngtdm_Strength,0.0479929395264485
adc_wavelet-HLH_glszm_SizeZoneNonUniformity,0.04763331652936295
hbv_original_firstorder_90Percentile,0.047383964917619946
adc_original_firstorder_Entropy,0.04718528930992217
t2w_original_glszm_LargeAreaEmphasis,0.0471814214190998
adc_wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis,0.046813137341248715
adc_original_glcm_Contrast,0.046667869040729976
hbv_wavelet-LLL_ngtdm_Strength,0.04650388971344682
t2w_log-sigma-3-0-mm-3D_firstorder_InterquartileRange,0.04629622027768763
adc_log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.046166079087770054
t2w_wavelet-LHL_firstorder_Range,0.045856719242838524
hbv_wavelet-LHH_glcm_JointEnergy,0.045804420870573154
hbv_original_glcm_SumEntropy,0.045433349367472814
adc_wavelet-HHH_ngtdm_Busyness,0.04530152848518104
hbv_wavelet-LLH_glcm_Idmn,0.04518025855467415
adc_wavelet-LLH_glcm_ClusterProminence,0.04517387674902686
t2w_wavelet-LLH_firstorder_Mean,0.04468626774811198
hbv_log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.04468148706193284
adc_log-sigma-3-0-mm-3D_glcm_Idmn,0.04447467529940091
t2w_wavelet-HLH_glcm_ClusterShade,0.044383666174890306
t2w_wavelet-LLL_firstorder_Range,0.04400667069152132
hbv_wavelet-LHL_firstorder_Mean,0.043924800468697685
hbv_wavelet-HLL_firstorder_Uniformity,0.043806325726390774
adc_original_glrlm_GrayLevelNonUniformity,0.043566745200077805
adc_wavelet-LLH_gldm_DependenceEntropy,0.043558334361481384
adc_wavelet-HLL_firstorder_Maximum,0.04332658455363864
t2w_wavelet-HHH_firstorder_Range,0.04327230959020153
t2w_log-sigma-3-0-mm-3D_glcm_ClusterProminence,0.043111212273297284
adc_wavelet-HHL_glcm_Correlation,0.04300479630421689
adc_original_shape_Elongation,0.04290018736303215
t2w_wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.04238205788168897
hbv_original_glcm_ClusterShade,0.042065155046459954
t2w_wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.04186588979722934
t2w_wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.041786984445281124
adc_wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.04172023385278339
t2w_log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.041544726338273774
hbv_log-sigma-5-0-mm-3D_firstorder_Kurtosis,0.041368066753555775
hbv_wavelet-HLL_glcm_Idmn,0.04130491520479578
hbv_original_glcm_ClusterProminence,0.04099455512418011
t2w_wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis,0.040663343744902616
t2w_wavelet-LHH_firstorder_Range,0.04032029884572403
adc_log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.04021408036552072
adc_wavelet-HHH_glszm_SizeZoneNonUniformity,0.04013852928100603
adc_wavelet-HLH_firstorder_Median,0.0400697684012216
hbv_wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.039926535237572065
adc_original_shape_Maximum2DDiameterSlice,0.03968468463925873
adc_log-sigma-3-0-mm-3D_firstorder_Skewness,0.03959206873246538
t2w_wavelet-HHH_ngtdm_Busyness,0.039583706294272124
t2w_log-sigma-5-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.03948775121727727
t2w_wavelet-HLH_firstorder_Median,0.0394542666811202
adc_wavelet-LLH_firstorder_Range,0.03939551607740838
t2w_log-sigma-5-0-mm-3D_firstorder_Kurtosis,0.03932773515663504
adc_wavelet-LHL_firstorder_Range,0.03918552017656302
t2w_original_glcm_Correlation,0.0390768126034993
t2w_wavelet-LHH_firstorder_Mean,0.03883875123257363
hbv_wavelet-LHL_glcm_Autocorrelation,0.03879259959041609
hbv_wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,0.03874573249593232
t2w_original_firstorder_10Percentile,0.038693980097931936
t2w_wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.03861784001535703
t2w_wavelet-HLL_firstorder_90Percentile,0.038550420729322875
t2w_wavelet-LLH_glszm_ZoneEntropy,0.038540078099739576
adc_wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.03800511418618924
adc_wavelet-HHL_glszm_SizeZoneNonUniformity,0.03795314613743964
hbv_wavelet-LHL_firstorder_Maximum,0.03786807791830335
hbv_wavelet-HHH_glcm_Correlation,0.037863546556036604
adc_wavelet-LHL_firstorder_RootMeanSquared,0.03746605997532397
adc_wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,0.03744213707890507
t2w_log-sigma-3-0-mm-3D_ngtdm_Busyness,0.03735157856420325
t2w_wavelet-HLH_ngtdm_Complexity,0.037267859427399484
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,0.03713305819429113
t2w_wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,0.0368132802661792
hbv_original_glcm_Imc2,0.03678382323354837
t2w_log-sigma-5-0-mm-3D_firstorder_Entropy,0.03657086385947006
t2w_wavelet-LHH_ngtdm_Busyness,0.03641695140919403
t2w_log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.036406313442173856
hbv_wavelet-HLH_firstorder_RootMeanSquared,0.036279501829281156
adc_wavelet-LHH_glcm_Correlation,0.03624209896386454
hbv_log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,0.036050808444417805
hbv_wavelet-LLL_glcm_MaximumProbability,0.03575750397040341
t2w_wavelet-HHL_firstorder_Median,0.03542042333861945
hbv_log-sigma-3-0-mm-3D_ngtdm_Strength,0.03528059279880272
hbv_wavelet-LLH_glrlm_GrayLevelNonUniformity,0.035073831946870936
t2w_original_glszm_SizeZoneNonUniformityNormalized,0.03504353037702515
t2w_original_glcm_JointEnergy,0.035041747478006265
t2w_wavelet-LLL_glcm_JointEntropy,0.03491758226736051
t2w_wavelet-LHL_firstorder_Kurtosis,0.03440207727148774
t2w_wavelet-LLH_glszm_LargeAreaEmphasis,0.03438173242787685
t2w_log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.03398197938125702
adc_wavelet-HHL_firstorder_Maximum,0.033947771843069144
t2w_log-sigma-5-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.033920789041246395
hbv_wavelet-HLL_glcm_ClusterProminence,0.03342077004389209
hbv_wavelet-LHL_glszm_LargeAreaEmphasis,0.033264056099648234
t2w_original_ngtdm_Complexity,0.03321222456202114
adc_wavelet-HLH_firstorder_Kurtosis,0.033131681429084806
t2w_log-sigma-3-0-mm-3D_gldm_DependenceEntropy,0.03309427168630484
t2w_original_ngtdm_Strength,0.03282681843685145
t2w_wavelet-HLL_glszm_ZoneEntropy,0.032750995199481964
t2w_wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,0.032709955637553134
hbv_wavelet-LHH_glcm_Correlation,0.03266628362659802
t2w_wavelet-LHH_firstorder_Maximum,0.032416070006102235
t2w_log-sigma-5-0-mm-3D_firstorder_InterquartileRange,0.03188317155870475
adc_wavelet-LLL_firstorder_Minimum,0.0317106666618699
adc_wavelet-LLH_glszm_LargeAreaEmphasis,0.03166368478139381
adc_log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformity,0.03147270944188379
t2w_log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.03127454009683319
adc_wavelet-HHL_ngtdm_Complexity,0.031190549454091655
adc_original_shape_MinorAxisLength,0.031033935017677594
adc_original_shape_Maximum2DDiameterColumn,0.03095333263203497
hbv_wavelet-HHH_firstorder_Kurtosis,0.03094685629329555
adc_wavelet-HHL_glcm_ClusterShade,0.030917575191814296
hbv_log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.03090319105887874
hbv_wavelet-LLH_ngtdm_Busyness,0.030886088915772873
hbv_wavelet-HHL_glcm_ClusterProminence,0.030865062615479527
t2w_original_firstorder_Kurtosis,0.030858272768137664
adc_wavelet-HLH_firstorder_Mean,0.03047023312383812
hbv_wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,0.03010486814407708
adc_wavelet-HHH_gldm_DependenceVariance,0.02995388762787514
adc_wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.029817393753653797
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,0.029811575601810494
adc_log-sigma-5-0-mm-3D_firstorder_Skewness,0.0297725769884681
t2w_original_glcm_ClusterShade,0.02964856188580669
hbv_wavelet-HHL_firstorder_RootMeanSquared,0.029511844505864394
hbv_log-sigma-5-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.02939390742076057
t2w_wavelet-LHH_glcm_Correlation,0.029371717891264477
hbv_wavelet-HHL_glrlm_LowGrayLevelRunEmphasis,0.029143143788157362
hbv_wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.029099044943438644
hbv_wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,0.029024908266291664
adc_wavelet-LHL_gldm_DependenceEntropy,0.028984705732155322
adc_log-sigma-5-0-mm-3D_gldm_DependenceEntropy,0.02884490432934163
hbv_wavelet-HLH_glcm_Autocorrelation,0.028806841658102333
hbv_wavelet-HLL_glcm_Autocorrelation,0.028502024376828233
hbv_wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.02797798014734175
t2w_wavelet-HHL_glszm_LargeAreaEmphasis,0.027581835034838992
adc_original_shape_Maximum2DDiameterRow,0.027391040100387874
t2w_wavelet-HHL_ngtdm_Complexity,0.027255360785107253
adc_log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.027110660516557937
adc_wavelet-LHH_ngtdm_Complexity,0.027098737920349773
hbv_wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.0270206990423473
hbv_log-sigma-3-0-mm-3D_firstorder_Maximum,0.02673269445392154
hbv_log-sigma-5-0-mm-3D_gldm_DependenceEntropy,0.026669890871629475
t2w_wavelet-HLH_firstorder_Mean,0.026453324194580373
t2w_log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformity,0.02642230215350314
t2w_log-sigma-5-0-mm-3D_ngtdm_Busyness,0.026273421593897707
hbv_wavelet-LHL_ngtdm_Busyness,0.026067943948961555
hbv_original_firstorder_Skewness,0.025951155128459497
t2w_original_firstorder_Mean,0.025797899850538812
adc_wavelet-HHH_glcm_ClusterProminence,0.02562834156833895
adc_log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformity,0.025610365282729107
t2w_original_firstorder_Energy,0.025570757690044108
t2w_wavelet-HHH_firstorder_Kurtosis,0.02553583101203207
t2w_wavelet-HLL_ngtdm_Complexity,0.025468157087778602
t2w_log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.02532122836510809
t2w_log-sigma-5-0-mm-3D_glrlm_RunEntropy,0.02522624248812863
t2w_wavelet-HLL_glcm_Correlation,0.025112305597088526
adc_wavelet-HLH_ngtdm_Busyness,0.025004006796559813
adc_wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis,0.02496493875758652
adc_wavelet-HHH_firstorder_Kurtosis,0.024917320169548084
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,0.02484906529843385
adc_wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,0.024677433408257524
adc_wavelet-HHL_firstorder_Kurtosis,0.024621167890480446
adc_wavelet-LHH_glszm_LargeAreaEmphasis,0.024618341621273573
t2w_wavelet-LHH_gldm_DependenceEntropy,0.02454699557568249
adc_wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.024539106671023103
t2w_wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,0.024505897446677572
adc_wavelet-LHL_glszm_LargeAreaEmphasis,0.024440707965754933
adc_original_shape_Flatness,0.02437722277204454
t2w_wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,0.024278248209275245
t2w_wavelet-HLL_glcm_ClusterShade,0.024098264930104894
t2w_log-sigma-3-0-mm-3D_firstorder_Range,0.024056675678842596
adc_wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,0.024051906251877617
t2w_wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.023908748318109862
t2w_wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,0.023869225904442615
hbv_log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.023675597248976603
hbv_wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.02364374797676585
hbv_original_ngtdm_Contrast,0.023542451070125057
t2w_wavelet-LHL_ngtdm_Busyness,0.02351937148878492
hbv_wavelet-HHL_glcm_Autocorrelation,0.023505357508395476
t2w_wavelet-LLL_ngtdm_Busyness,0.023383899976145362
t2w_wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.023059895409710783
t2w_wavelet-HHL_firstorder_Kurtosis,0.022926067366815704
hbv_original_gldm_DependenceNonUniformity,0.02291874782224666
hbv_log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,0.022903701972734076
hbv_log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.022797862505602506
t2w_wavelet-HHH_glcm_Correlation,0.022786778939702053
t2w_wavelet-HLL_gldm_DependenceEntropy,0.022478842833159964
hbv_original_firstorder_Kurtosis,0.02235904465642822
adc_wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,0.02225614144589224
t2w_log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.02220103646284818
hbv_wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.022189499449377852
t2w_wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.022086737132402987
t2w_wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.021904411263595644
adc_wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.021901923216808093
t2w_wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.021795484699266985
t2w_log-sigma-5-0-mm-3D_firstorder_Median,0.021776956442574866
t2w_wavelet-HLL_firstorder_Maximum,0.021753493946548918
adc_wavelet-LLL_glszm_LargeAreaEmphasis,0.02166671937524173
hbv_wavelet-LLH_glcm_Autocorrelation,0.021661922101774082
adc_wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.021634335489169407
adc_wavelet-LLL_glcm_Correlation,0.021581422268868198
t2w_wavelet-LLH_glcm_Idmn,0.021061613694570217
